aid,reporting,reporting_ref,funder_ref,title,status_code,day_start,day_end,description,commitment,spend,commitment_eur,spend_eur,commitment_gbp,spend_gbp,commitment_cad,spend_cad,country_code,country_percent,sector_group,sector_code,sector_percent,location_code,location_name,location_longitude,location_latitude,location_precision,location_percent,iso3,iso2,activity_id
US-GOV-1-AID-GHA-G-00-09-00003,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2009-09-11,2023-06-30,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",479295200,578877950,411708860,497891740,346782430,420662370,605059460,734500540,Ukraine,2.408217,"Health, General",Medical research,0.016540496,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-AID-GHA-G-00-09-00003
US-GOV-1-AID-GHA-G-00-09-00003,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2009-09-11,2023-06-30,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",479295200,578877950,411708860,497891740,346782430,420662370,605059460,734500540,Ukraine,2.408217,Basic Health,Basic health care,26.82677,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-AID-GHA-G-00-09-00003
US-GOV-1-AID-GHA-G-00-09-00003,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2009-09-11,2023-06-30,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",479295200,578877950,411708860,497891740,346782430,420662370,605059460,734500540,Ukraine,2.408217,Basic Health,Basic nutrition,1.2487111,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-AID-GHA-G-00-09-00003
US-GOV-1-AID-GHA-G-00-09-00003,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2009-09-11,2023-06-30,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",479295200,578877950,411708860,497891740,346782430,420662370,605059460,734500540,Ukraine,2.408217,Basic Health,Infectious disease control,16.118677,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-AID-GHA-G-00-09-00003
US-GOV-1-AID-GHA-G-00-09-00003,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2009-09-11,2023-06-30,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",479295200,578877950,411708860,497891740,346782430,420662370,605059460,734500540,Ukraine,2.408217,Basic Health,Malaria control,7.786945,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-AID-GHA-G-00-09-00003
US-GOV-1-AID-GHA-G-00-09-00003,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2009-09-11,2023-06-30,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",479295200,578877950,411708860,497891740,346782430,420662370,605059460,734500540,Ukraine,2.408217,Basic Health,Tuberculosis control,28.421396,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-AID-GHA-G-00-09-00003
US-GOV-1-AID-GHA-G-00-09-00003,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2009-09-11,2023-06-30,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",479295200,578877950,411708860,497891740,346782430,420662370,605059460,734500540,Ukraine,2.408217,Basic Health,COVID-19 control,17.484255,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-AID-GHA-G-00-09-00003
XI-IATI-EC_NEAR-2009/226-898,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,EBRD - 07 Ukraine Power Transmission Network Reinforcement Project,Implementation,2009-12-23,2024-12-31,"The NIF contribution supports the Government of Ukraine / NEP Ukrenergo to prepare/implement the following projects: Zaporizhzhia-Kakhovka Line, Novoodesskaya-Artsyz Line, Kherson-Mykolayiv Line and Kakhovka- Prymorska - Khmelnytska Line.",0,7872630.5,0,7226100,0,6299393,0,10629186,Ukraine,100,Energy distribution,Electric power transmission and distribution (centralised grids),100,,,35.7205,47.2538,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2009/226-898
SE-0-SE-6-7150004701-UKR-23620,Sweden,SE-0,SE,Nefco DemoUkrainaDH investments (2010-2023),Implementation,2010-11-30,2023-06-30,"Cooperation between Sida and NEFCO for demonstration of energy        efficiency and environmental improvements in Ukrainian distric        heating utilities. About 10 municipalities will implement projects    supported by Sida, max 3 MSEK per roject, linked to a loan from       NEFCO, max 400 000 Euro.Sida support,30 MSEK, will enable investments of 8-10 MEuro, annual emissions reductions of 40 000-50 000 ton CO2.",8330788,8826265,6299285,6708267,5340832.5,5561635.5,8393493,8850813,Ukraine,100,Energy distribution,,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-7150004701-UKR-23620
SE-0-SE-6-7150004701-UKR-23620,Sweden,SE-0,SE,Nefco DemoUkrainaDH investments (2010-2023),Implementation,2010-11-30,2023-06-30,"Cooperation between Sida and NEFCO for demonstration of energy        efficiency and environmental improvements in Ukrainian distric        heating utilities. About 10 municipalities will implement projects    supported by Sida, max 3 MSEK per roject, linked to a loan from       NEFCO, max 400 000 Euro.Sida support,30 MSEK, will enable investments of 8-10 MEuro, annual emissions reductions of 40 000-50 000 ton CO2.",8330788,8826265,6299285,6708267,5340832.5,5561635.5,8393493,8850813,Ukraine,100,Energy distribution,District heating and cooling,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-7150004701-UKR-23620
SE-0-SE-6-5507001602-UKR-23110,Sweden,SE-0,SE,Contribution to E5P Fund,Implementation,2010-12-01,2029-12-31,E5P is managed through the contribution nr 55070044 - where a full    project abstract could be found,0,0,0,0,0,0,0,0,Ukraine,100,Energy Policy,Energy policy and administrative management,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5507001602-UKR-23110
SE-0-SE-6-5507004402-UKR-23110,Sweden,SE-0,SE,E5P Ukraine,Implementation,2010-12-01,2029-12-31,"Eastern Europe Energy Efficiency and Environment Partnership Fund is  a multilateral grant Fund for financing of investments in             co-operation between IFIs, donors and Ukraine in municipal            environment infrastructure like district heating, water and           wastewater and solid waste.",0,0,0,0,0,0,0,0,Ukraine,100,Energy Policy,,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5507004402-UKR-23110
SE-0-SE-6-5507004402-UKR-23110,Sweden,SE-0,SE,E5P Ukraine,Implementation,2010-12-01,2029-12-31,"Eastern Europe Energy Efficiency and Environment Partnership Fund is  a multilateral grant Fund for financing of investments in             co-operation between IFIs, donors and Ukraine in municipal            environment infrastructure like district heating, water and           wastewater and solid waste.",0,0,0,0,0,0,0,0,Ukraine,100,Energy Policy,Energy policy and administrative management,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5507004402-UKR-23110
SE-0-SE-6-5507001602-UKR-23110,Sweden,SE-0,SE,Contribution to E5P Fund,Implementation,2010-12-01,2029-12-31,E5P is managed through the contribution nr 55070044 - where a full    project abstract could be found,0,0,0,0,0,0,0,0,Ukraine,100,Energy Policy,,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5507001602-UKR-23110
SE-0-SE-6-5507003501-UKR-23110,Sweden,SE-0,SE,E5P Fund 3rd contribution,Implementation,2010-12-01,2029-12-31,"Eastern Europe Energy Efficiency and Environment Partnership Fund is  a multilateral grant Fund for financing of investments in             co-operation between IFIs, donors and Ukraine in municipal            environment infrastructure like district heating, water and           wastewater and solid waste.",6803476.5,7238990,5144416,5516855.5,4361680,4483218.5,6854686,7165514,Ukraine,100,Energy Policy,Energy policy and administrative management,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5507003501-UKR-23110
SE-0-SE-6-5507003501-UKR-23110,Sweden,SE-0,SE,E5P Fund 3rd contribution,Implementation,2010-12-01,2029-12-31,"Eastern Europe Energy Efficiency and Environment Partnership Fund is  a multilateral grant Fund for financing of investments in             co-operation between IFIs, donors and Ukraine in municipal            environment infrastructure like district heating, water and           wastewater and solid waste.",6803476.5,7238990,5144416,5516855.5,4361680,4483218.5,6854686,7165514,Ukraine,100,Energy Policy,,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5507003501-UKR-23110
SE-0-SE-6-5507003502-UKR-23110,Sweden,SE-0,SE,E5P Fund 3rd contribution,Implementation,2010-12-01,2029-12-31,"Eastern Europe Energy Efficiency and Environment Partnership Fund is  a multilateral grant Fund for financing of investments in             co-operation between IFIs, donors and Ukraine in municipal            environment infrastructure like district heating, water and           wastewater and solid waste.",0,0,0,0,0,0,0,0,Ukraine,100,Energy Policy,Energy policy and administrative management,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5507003502-UKR-23110
SE-0-SE-6-5507003502-UKR-23110,Sweden,SE-0,SE,E5P Fund 3rd contribution,Implementation,2010-12-01,2029-12-31,"Eastern Europe Energy Efficiency and Environment Partnership Fund is  a multilateral grant Fund for financing of investments in             co-operation between IFIs, donors and Ukraine in municipal            environment infrastructure like district heating, water and           wastewater and solid waste.",0,0,0,0,0,0,0,0,Ukraine,100,Energy Policy,,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5507003502-UKR-23110
SE-0-SE-6-5507004401-UKR-23110,Sweden,SE-0,SE,E5P Ukraine,Implementation,2010-12-01,2029-12-31,"Eastern Europe Energy Efficiency and Environment Partnership Fund is  a multilateral grant Fund for financing of investments in             co-operation between IFIs, donors and Ukraine in municipal            environment infrastructure like district heating, water and           wastewater and solid waste.",2776929.2,3070687.2,2099761.5,2241060.2,1780277.5,1873943.6,2797831,3267082.5,Ukraine,100,Energy Policy,Energy policy and administrative management,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5507004401-UKR-23110
SE-0-SE-6-5507004401-UKR-23110,Sweden,SE-0,SE,E5P Ukraine,Implementation,2010-12-01,2029-12-31,"Eastern Europe Energy Efficiency and Environment Partnership Fund is  a multilateral grant Fund for financing of investments in             co-operation between IFIs, donors and Ukraine in municipal            environment infrastructure like district heating, water and           wastewater and solid waste.",2776929.2,3070687.2,2099761.5,2241060.2,1780277.5,1873943.6,2797831,3267082.5,Ukraine,100,Energy Policy,,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5507004401-UKR-23110
SE-0-SE-6-5306003602-UKR-23110,Sweden,SE-0,SE,Contribution to E5P Fund,Implementation,2010-12-01,2029-12-31,E5P is followed up under the contribution 55070044 - where the folly  project abstract is.,0,0,0,0,0,0,0,0,Ukraine,100,Energy Policy,Energy policy and administrative management,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5306003602-UKR-23110
SE-0-SE-6-5507001601-UKR-23110,Sweden,SE-0,SE,Contribution to E5P Fund,Implementation,2010-12-01,2029-12-31,E5P is managed through the contribution nr 55070044 - where a full    project abstract could be found,6664630.5,7396905.5,5039428,5618493,4272666,4741119.5,6714794,7569250,Ukraine,100,Energy Policy,Energy policy and administrative management,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-5507001601-UKR-23110
